company_id,name,industry,description,year_founded,employees,state,city,area,revenue,expenses,profit,growth
310,Sunsaolax,Health,"A national distributor of generic prescription pharmaceuticals and over-the-counter products to independent, mail order and other types of pharmacies.",2013,15,WA,Redmond,Seattle,"$7,151,103","$3,835,473","$3,315,630",443%
311,Zapdex,Human Resources,"A professional staffing and career development firm that specializes in locating talent that is specifically seeking high-quality, flexible work options.",2009,400,PA,fort washington,Philadelphia,"$9,055,025","$4,259,167","$4,795,858",447%
312,Indigocon,Business Products & Services,"Manages an Internet-based contractor trade group for professionals in the electrical, solar installation, HVAC and plumbing industries.",2010,17,TX,Flower Mound,Dallas,"$8,538,212","$2,306,246","$6,231,966",360%
313,Zamfax,Government Services,"A service-disabled, veteran-owned business that provides training, technology development, acquisitions, testing and logistics services to the DoD and other government agencies.",2012,130,FL,Fort Walton Beach,"Fort Walton Beach-Crestview-Destin, FL","$9,886,455","$320,669","$9,565,786",352%
314,Tanholdings,Engineering,"Offers full-time, contract and contract-to-hire technical and professional staffing services throughout the United States.",2011,143,FL,altamonte springs,"Orlando, FL","$8,156,873","$5,309,355","$2,847,517",430%
315,Zer-Plus,Software,"Provides banks, credit unions and financial service providers with analytics software that improves profitability and product innovation.",2008,27,MA,Franklin,Boston,"$6,848,690","$7,240,164","-$391,474",305%
316,Hexzoomity,Health,Develops medical implants and instruments used in spinal fusion treatments.,2013,11,TX,Austin,Austin,"$10,319,636","$3,863,890","$6,455,746",398%
317,Vilahouse,Software,"Develops software for the management of industrial equipment that enables the machines to indicate when they need assistance, thus preventing disruption, loss, safety problems, or environmental incidents.",2011,12,CA,San Diego,San Diego,"$8,662,253","$7,543,897","$1,118,355",247%
318,Lamcare,Construction,"A family-owned and operated electrical contracting company that serves the residential, commercial, and industrial markets.",1999,108,NY,Staten Island,New York City,"$7,547,716","$5,232,913","$2,314,803",447%
319,Keytouch,Construction,"Paints apartments, high rises, shopping centers, and single-family homes, serving property managers, owners, and homeowners associations.",2013,35,CA,Vista,San Diego,"$8,597,264","$5,649,633","$2,947,631",129%
320,Solotechi,Telecommunications,"Provides comprehensive bandwidth infrastructure services to wireline and wireless customers, data centers, Internet content providers, high-bandwidth enterprises, and government agencies across its 77,000 route mile network.",2010,1375,CO,Boulder,"Boulder, CO","$7,660,262","$5,252,533","$2,407,729",403%
321,Kincon,Software,"Provides supply chain design software that helps organizations worldwide design and improve their supply chain operations. Its software tools enable customers to model, optimize and simulate their supply chain operations, leading to major improvements in cost, service, sustainability and risk mitigation.",2009,130,MI,Ann Arbor,"Ann Arbor, MI","$13,239,282","$2,973,757","$10,265,525",486%
322,Tancode,IT Services,"Specializes in custom, interactive website design and development.",2014,7,NY,Farmingdale,New York City,"$10,506,061","$5,204,074","$5,301,987",421%
323,Zumlam,Education,"Provides marketing and student enrollment services to educational institutions, earning a percentage of tuition revenue it generates.",2003,5,MA,Braintree,Boston,"$4,657,494","$2,818,486","$1,839,008",472%
324,Dripcane,IT Services,"Provides IT, project management, and business transformation services to corporate and public sector clients.",2010,56,VA,Reston,"Washington, DC","$12,431,007","$2,153,035","$10,277,972",455%
325,Temptechno,Education,"An educational management company that manages four college preparatory high schools in Michigan that emphasize high academic expectations, parental involvement and a culture of personal responsibility and moral conduct for students.",2013,140,MI,Grand Rapids,"Grand Rapids-Wyoming, MI","$9,636,801","$4,591,340","$5,045,461",450%
326,Zimtechno,Software,Develops data protection and backup software for enterprise-level customers. Its products offer multi-destination and cross-platform backup onsite and offsite.,2006,326,MN,Minneapolis,Minneapolis,"$14,268,611","$6,773,400","$7,495,211",439%
327,Fax-Street,Software,Provides software and consulting services to manufacturing and distribution companies.,2011,54,CA,Aliso Viejo,Los Angeles,"$5,436,616","$6,175,332","-$738,716",414%
328,Lambetech,Education,"Offers customized and comprehensive live and interactive online training services for the learning and professional development market. InSync provides a combination of specialized instructional design, facilitation techniques, and content development to create training courses for the development of synchronous and blended virtual classrooms.",2006,2,CT,East Lyme,"Norwich-New London, CT","$11,150,781","$1,321,628","$9,829,153",337%
329,Groovetrans,Logistics & Transportation,"Provides non-asset-based transportation services including full truckload, vendor management and project management services.",2010,25,PA,Lebanon,"Lebanon, PA","$5,882,233","$5,146,353","$735,880",342%
330,Freefase,Telecommunications,"Provides telecom management consulting and IT for businesses, including voice, data and security services.",2009,34,NY,New York,New York City,"$11,917,473","$4,686,876","$7,230,597",435%
331,Domtexon,Consumer Products & Services,Makes and sells bikes that have an electric built-in motor and are sold through 40 stores.,2014,16,CA,Irvine,Los Angeles,"$11,117,455","$4,483,508","$6,633,947",269%
332,Wareplanet,Manufacturing,A product development company that utilizes advanced technologies such as 3D printing and additive manufacturing.,2007,25,CA,Oakland,San Francisco,"$10,344,138","$4,159,307","$6,184,830",238%
333,Scotstrip,Software,"A software design and development company that builds comprehensive, custom services for mobile and web use.",2013,77,IL,Chicago,Chicago,"$10,120,892","$125,635","$9,995,257",262%
334,Inchfind,Engineering,"Offers architecture and engineering consulting services, planning, renovating and designing buildings for government, healthcare, research and technology clients.",2012,26,PA,Pittsburgh,"Pittsburgh, PA","$10,925,194","$6,355,052","$4,570,142",433%
335,Planetholdings,Security,,2012,69,IL,Champaign,"Champaign-Urbana, IL","$6,449,228","$7,700,337","-$1,251,109",260%
336,Bigfan,Software,Provides DMS integration and data enhancement services for the automotive industry.,2005,96,WI,La Crosse,"La Crosse, WI-MN","$10,386,159","$3,093,397","$7,292,763",542%
337,Tampqvotex,Advertising & Marketing,"A full-service marketing firm that offers packaging design, social media campaigns, custom applications, and search engine ranking for diverse companies.",2013,25,CA,Irvine,Los Angeles,"$9,536,892","$4,240,627","$5,296,264",342%
338,Kayis,IT Services,Provides budget VoIP services and software for residential and business users.,2002,26,CA,Newport Beach,Los Angeles,"$9,264,750","$1,232,980","$8,031,769",545%
339,Drilllane,IT Services,"A professional services company that provides IT, PMO and financial services to both the public and private sector.",2011,185,VA,Ashburn,"Washington, DC","$10,240,158","$1,367,678","$8,872,479",558%
340,Randrill,Health,"A medication management and patient support services company that assists with healthcare needs for chronically ill patients. It offers a variety of services such as medication management, packaging & delivery, transitional care and patient outreach.",2010,84,GA,Smyrna,Atlanta,"$8,239,229","$5,802,235","$2,436,995",496%
341,Konkex,Business Products & Services,"Provides quality engineering, IT and business support professionals to organizations of all sizes and industries across the United States.",2011,56,PA,Cranberry Township,"Pittsburgh, PA","$8,634,427","$5,850,781","$2,783,646",346%
342,Techhigh,IT Services,"Provides hosted and managed voice, unified communications, contact center, and video communication services.",2011,28,OH,West Chester,Cincinnati,"$9,681,671","$5,999,660","$3,682,011",335%
343,Zonunocom,Engineering,"A civil engineering and land-use planning firm specializing in residential, commercial, mixed-use and public works projects.",2010,25,WA,Kirkland,Seattle,"$11,006,002","$3,275,588","$7,730,414",266%
344,Saltstreet,IT Services,"Provides IT consulting and outsourcing, application design and development, and graphic design and flash animation, and builds corporate portals.",2012,80,CA,Newark,San Francisco,"$9,219,294","$6,235,328","$2,983,966",515%
345,Viatechno,Food & Beverage,"A restaurant specializing in Chicago-style deep-dish pizza, offering a wide range of fresh toppings and two types of dough, with several locations in the Bay Area of California.",2009,645,CA,Sausalito,San Francisco,"$7,575,221","$1,296,577","$6,278,644",250%
346,Quocan,Advertising & Marketing,A digital and traditional marketing and advertising agency serving the automotive industry nationwide.,2004,40,SC,Greenville,"Greenville-Mauldin-Easley, SC","$7,835,460","$5,613,470","$2,221,990",367%
347,Acetrans,Insurance,"Supports independent insurance agents with technology tools and training for the sale of products for the senior segment such as Medicare Supplement, Medicare Advantage and Medicare Part D. It also provides third-party administrative services to insurance companies, including agent recruiting, application processing and lead management.",2011,64,PA,Harrisburg,"Harrisburg-Carlisle, PA","$7,277,511","$3,491,485","$3,786,026",535%
348,Sonredtam,Business Products & Services,"Provides RFID and barcode hardware and software as well as related services, including mobile device management, staging and deployment and wireless site surveys.",2010,37,GA,Suwanee,Atlanta,"$8,016,385","$9,330,202","-$1,313,817",501%
349,Greenfan,Government Services,"Provides business and technical consulting and training, staffing, and IT services to the military, government, businesses, and nonprofits.",2013,35,TX,San Antonio,"San Antonio, TX","$10,228,294","$5,751,232","$4,477,062",501%
350,Sub-Green,Energy,Provides residential solar products and services to help homeowners conserve energy.,2010,987,CA,Torrance,Los Angeles,"$9,382,124","$5,574,406","$3,807,718",178%
351,Matelectronics,Human Resources,"A staffing firm that places workers in IT, accounting and finance, marketing, and administrative jobs.",2010,137,FL,Boca Raton,Miami,"$12,683,504","$3,205,936","$9,477,568",776%
